Date,Price,Open,High,Low,Vol.,Change %
17-Nov-16,6794.71,6749.72,6798.75,6745.08,826.25M,0.67%
16-Nov-16,6749.72,6792.74,6810.53,6735.69,877.28M,-0.63%
15-Nov-16,6792.74,6753.18,6820.52,6753.18,1.16B,0.59%
14-Nov-16,6753.18,6730.43,6814.19,6730.43,1.05B,0.34%
11-Nov-16,6730.43,6827.98,6849.04,6709.72,1.11B,-1.43%
10-Nov-16,6827.98,6911.84,6997.25,6799.05,1.74B,-1.21%
9-Nov-16,6911.84,6843.13,6911.84,6696.33,1.36B,1.00%
8-Nov-16,6843.13,6806.90,6849.31,6795.06,832.26M,0.53%
7-Nov-16,6806.90,6693.26,6806.90,6693.26,862.19M,1.70%
4-Nov-16,6693.26,6790.51,6790.52,6676.56,875.84M,-1.43%
3-Nov-16,6790.51,6845.42,6873.21,6790.51,1.08B,-0.80%
2-Nov-16,6845.42,6917.14,6917.14,6845.42,773.90M,-1.04%
1-Nov-16,6917.14,6954.22,6993.79,6903.61,780.87M,-0.53%
31-Oct-16,6954.22,6996.26,6996.26,6945.29,810.76M,-0.60%
28-Oct-16,6996.26,6986.57,7006.43,6927.21,956.62M,0.14%
27-Oct-16,6986.57,6958.09,7003.93,6924.05,961.78M,0.41%
26-Oct-16,6958.09,7017.64,7017.64,6917.77,939.84M,-0.85%
25-Oct-16,7017.64,6986.40,7067.23,6985.92,861.00M,0.45%
24-Oct-16,6986.40,7020.47,7067.34,6983.40,677.60M,-0.49%
21-Oct-16,7020.47,7026.90,7058.39,7011.09,757.85M,-0.09%
20-Oct-16,7026.90,7021.92,7047.55,6998.84,843.64M,0.07%
19-Oct-16,7021.92,7000.06,7031.20,6975.92,823.09M,0.31%
18-Oct-16,7000.06,6947.55,7033.02,6946.39,795.84M,0.76%
17-Oct-16,6947.55,7013.55,7013.55,6937.43,727.72M,-0.94%
14-Oct-16,7013.55,6977.74,7055.18,6977.74,872.17M,0.51%
13-Oct-16,6977.74,7024.01,7024.01,6930.04,1.04B,-0.66%
12-Oct-16,7024.01,7070.88,7079.42,7015.76,937.94M,-0.66%
11-Oct-16,7070.88,7097.50,7129.83,7061.36,983.13M,-0.38%
10-Oct-16,7097.50,7044.39,7104.49,7024.08,874.92M,0.75%
7-Oct-16,7044.39,6999.96,7079.25,6999.96,1.40B,0.63%
6-Oct-16,6999.96,7033.25,7049.34,6999.96,821.63M,-0.47%
5-Oct-16,7033.25,7074.34,7076.71,7024.13,970.16M,-0.58%
4-Oct-16,7074.34,6983.52,7121.93,6983.52,1.45B,1.30%
3-Oct-16,6983.52,6899.33,6996.43,6898.09,745.41M,1.22%
30-Sep-16,6899.33,6919.42,6919.42,6809.51,1.18B,-0.29%
29-Sep-16,6919.42,6849.38,6941.09,6849.38,859.07M,1.02%
28-Sep-16,6849.38,6807.67,6878.21,6807.67,758.30M,0.61%
27-Sep-16,6807.67,6818.04,6865.45,6768.86,847.95M,-0.15%
26-Sep-16,6818.04,6909.43,6909.63,6806.47,795.94M,-1.32%
23-Sep-16,6909.43,6911.40,6920.23,6882.62,760.91M,-0.03%
22-Sep-16,6911.40,6834.77,6937.33,6834.77,756.01M,1.12%
21-Sep-16,6834.77,6830.79,6879.81,6830.47,722.08M,0.06%
20-Sep-16,6830.79,6813.55,6869.10,6798.02,715.57M,0.25%
19-Sep-16,6813.55,6710.28,6813.95,6710.28,706.09M,1.54%
16-Sep-16,6710.28,6730.30,6746.29,6692.73,1.39B,-0.30%
15-Sep-16,6730.30,6673.31,6736.84,6654.82,770.12M,0.85%
14-Sep-16,6673.31,6665.63,6720.29,6665.63,695.11M,0.12%
13-Sep-16,6665.63,6700.90,6724.74,6665.63,864.67M,-0.53%
12-Sep-16,6700.90,6776.95,6776.95,6654.48,887.97M,-1.12%
9-Sep-16,6776.95,6858.70,6862.38,6762.30,792.45M,-1.19%
8-Sep-16,6858.70,6846.58,6889.64,6819.82,807.43M,0.18%
7-Sep-16,6846.58,6826.05,6856.12,6814.87,938.66M,0.30%
6-Sep-16,6826.05,6879.42,6887.92,6818.96,687.09M,-0.78%
5-Sep-16,6879.42,6894.60,6910.66,6867.08,556.66M,-0.22%
2-Sep-16,6894.60,6745.97,6928.25,6745.97,1.18B,2.20%
1-Sep-16,6745.97,6781.51,6826.22,6723.21,991.76M,-0.52%
31-Aug-16,6781.51,6820.79,6832.89,6779.54,942.42M,-0.58%
30-Aug-16,6820.79,6838.05,6851.83,6808.07,741.10M,-0.25%
26-Aug-16,6838.05,6816.90,6857.29,6798.82,532.51M,0.31%
25-Aug-16,6816.90,6835.78,6836.22,6779.15,657.67M,-0.28%
24-Aug-16,6835.78,6868.51,6868.51,6825.22,748.05M,-0.48%
23-Aug-16,6868.51,6828.54,6885.39,6828.54,722.22M,0.59%
22-Aug-16,6828.54,6858.95,6884.61,6812.07,616.67M,-0.44%
19-Aug-16,6858.95,6868.96,6871.48,6840.94,702.48M,-0.15%
18-Aug-16,6868.96,6859.15,6893.35,6850.61,579.27M,0.14%
17-Aug-16,6859.15,6893.92,6920.76,6849.90,716.29M,-0.50%
16-Aug-16,6893.92,6941.19,6941.19,6893.92,643.22M,-0.68%
15-Aug-16,6941.19,6916.02,6955.34,6907.17,551.50M,0.36%
12-Aug-16,6916.02,6914.71,6931.04,6896.04,686.79M,0.02%
11-Aug-16,6914.71,6866.42,6914.71,6812.73,758.10M,0.70%
10-Aug-16,6866.42,6851.30,6866.42,6820.04,736.64M,0.22%
9-Aug-16,6851.30,6809.13,6863.10,6807.76,869.31M,0.62%
8-Aug-16,6809.13,6793.47,6829.47,6781.47,754.48M,0.23%
5-Aug-16,6793.47,6740.16,6802.41,6738.57,880.80M,0.79%
4-Aug-16,6740.16,6634.40,6749.67,6615.83,1.00B,1.59%
3-Aug-16,6634.40,6645.40,6673.63,6621.42,797.08M,-0.17%
2-Aug-16,6645.40,6693.95,6694.14,6630.76,822.03M,-0.73%
1-Aug-16,6693.95,6724.43,6769.41,6678.45,727.71M,-0.45%
29-Jul-16,6724.43,6721.06,6740.47,6691.13,921.70M,0.05%
28-Jul-16,6721.06,6750.43,6762.72,6718.90,1.20B,-0.44%
27-Jul-16,6750.43,6724.03,6780.05,6723.71,786.51M,0.39%
26-Jul-16,6724.03,6710.13,6744.80,6708.58,737.76M,0.21%
25-Jul-16,6710.13,6730.48,6756.13,6691.03,682.06M,-0.30%
22-Jul-16,6730.48,6699.89,6735.94,6663.72,716.11M,0.46%
21-Jul-16,6699.89,6728.99,6732.07,6694.52,809.67M,-0.43%
20-Jul-16,6728.99,6697.37,6736.57,6694.36,767.73M,0.47%
19-Jul-16,6697.37,6695.42,6711.69,6660.87,634.74M,0.03%
18-Jul-16,6695.42,6669.24,6715.58,6653.67,878.07M,0.39%
15-Jul-16,6669.24,6654.47,6669.24,6616.51,839.25M,0.22%
14-Jul-16,6654.47,6670.40,6743.42,6648.40,924.14M,-0.24%
13-Jul-16,6670.40,6680.69,6717.17,6654.64,1.06B,-0.15%
12-Jul-16,6680.69,6682.86,6703.09,6663.66,1.17B,-0.03%
11-Jul-16,6682.86,6590.64,6695.07,6590.64,968.34M,1.40%
8-Jul-16,6590.64,6533.79,6605.83,6515.24,937.84M,0.87%
7-Jul-16,6533.79,6463.59,6579.25,6463.59,1.05B,1.09%
6-Jul-16,6463.59,6545.37,6580.32,6432.47,1.61B,-1.25%
5-Jul-16,6545.37,6522.26,6561.58,6472.25,1.18B,0.35%
4-Jul-16,6522.26,6577.83,6612.13,6514.81,748.24M,-0.84%
1-Jul-16,6577.83,6504.33,6587.44,6498.56,1.10B,1.13%
30-Jun-16,6504.33,6360.06,6504.33,6309.98,1.56B,2.27%
29-Jun-16,6360.06,6140.39,6360.06,6140.39,1.50B,3.58%
28-Jun-16,6140.39,5982.20,6170.26,5982.20,1.59B,2.64%
27-Jun-16,5982.20,6138.69,6138.69,5958.66,2.51B,-2.55%
24-Jun-16,6138.69,6338.10,6338.55,5788.74,3.88B,-3.15%
23-Jun-16,6338.10,6261.19,6380.58,6261.19,915.16M,1.23%
22-Jun-16,6261.19,6226.55,6315.62,6222.01,884.65M,0.56%
21-Jun-16,6226.55,6204.00,6250.19,6156.23,842.01M,0.36%
20-Jun-16,6204.00,6021.09,6236.53,6021.09,1.01B,3.04%
17-Jun-16,6021.09,5950.48,6046.10,5950.48,1.31B,1.19%
16-Jun-16,5950.48,5966.80,5966.80,5899.97,815.96M,-0.27%
15-Jun-16,5966.80,5923.53,6007.49,5923.39,868.08M,0.73%
14-Jun-16,5923.53,6044.97,6044.97,5921.72,983.53M,-2.01%
13-Jun-16,6044.97,6115.76,6115.76,6044.97,852.84M,-1.16%
10-Jun-16,6115.76,6231.89,6231.89,6097.24,748.34M,-1.86%
9-Jun-16,6231.89,6301.52,6301.73,6229.07,668.49M,-1.10%
8-Jun-16,6301.52,6284.53,6304.51,6263.80,663.11M,0.27%
7-Jun-16,6284.53,6273.40,6322.60,6273.40,690.00M,0.18%
6-Jun-16,6273.40,6209.63,6301.56,6209.63,732.58M,1.03%
3-Jun-16,6209.63,6185.61,6251.74,6168.19,660.72M,0.39%
2-Jun-16,6185.61,6191.93,6220.27,6173.05,892.21M,-0.10%
1-Jun-16,6191.93,6230.79,6233.18,6151.90,887.24M,-0.62%
31-May-16,6230.79,6270.79,6290.07,6230.11,1.33B,-0.64%
27-May-16,6270.79,6265.65,6275.90,6250.27,577.10M,0.08%
26-May-16,6265.65,6262.85,6281.73,6243.49,665.57M,0.04%
25-May-16,6262.85,6219.26,6270.25,6219.26,870.44M,0.70%
24-May-16,6219.26,6136.43,6231.85,6109.58,833.81M,1.35%
23-May-16,6136.43,6156.32,6173.06,6122.57,653.01M,-0.32%
20-May-16,6156.32,6053.35,6156.50,6053.35,780.58M,1.70%
19-May-16,6053.35,6165.80,6165.80,6050.21,936.49M,-1.82%
18-May-16,6165.80,6167.77,6169.33,6115.99,887.53M,-0.03%
17-May-16,6167.77,6151.40,6215.88,6147.16,758.81M,0.27%
16-May-16,6151.40,6138.50,6157.24,6092.21,445.33M,0.21%
13-May-16,6138.50,6104.19,6138.50,6060.10,646.36M,0.56%
12-May-16,6104.19,6162.49,6193.21,6094.14,698.76M,-0.95%
11-May-16,6162.49,6156.65,6172.72,6131.22,573.06M,0.09%
10-May-16,6156.65,6114.81,6180.19,6114.81,652.99M,0.68%
9-May-16,6114.81,6125.70,6177.60,6108.37,669.49M,-0.18%
6-May-16,6125.70,6117.25,6129.90,6054.74,720.35M,0.14%
5-May-16,6117.25,6112.02,6152.59,6102.29,713.23M,0.09%
4-May-16,6112.02,6185.59,6185.59,6100.76,775.56M,-1.19%
3-May-16,6185.59,6241.89,6270.03,6159.86,895.10M,-0.90%
29-Apr-16,6241.89,6322.40,6322.40,6241.89,865.55M,-1.27%
28-Apr-16,6322.40,6319.91,6322.40,6224.47,861.76M,0.04%
27-Apr-16,6319.91,6284.52,6319.91,6255.20,822.36M,0.56%
26-Apr-16,6284.52,6260.92,6297.88,6260.92,776.83M,0.38%
25-Apr-16,6260.92,6310.44,6324.60,6249.34,688.68M,-0.78%
22-Apr-16,6310.44,6381.44,6381.58,6289.34,675.93M,-1.11%
21-Apr-16,6381.44,6410.26,6427.32,6352.93,831.61M,-0.45%
20-Apr-16,6410.26,6405.35,6421.91,6367.36,814.75M,0.08%
19-Apr-16,6405.35,6353.52,6418.25,6353.49,808.48M,0.82%
18-Apr-16,6353.52,6343.75,6354.88,6261.71,613.39M,0.15%
15-Apr-16,6343.75,6365.10,6372.52,6328.19,780.84M,-0.34%
14-Apr-16,6365.10,6362.89,6373.93,6335.40,853.11M,0.03%
13-Apr-16,6362.89,6242.39,6362.89,6242.39,957.14M,1.93%
12-Apr-16,6242.39,6200.12,6248.27,6176.28,690.14M,0.68%
11-Apr-16,6200.12,6204.41,6229.66,6165.46,552.59M,-0.07%
8-Apr-16,6204.41,6136.89,6216.28,6136.89,622.13M,1.10%
7-Apr-16,6136.89,6161.63,6204.11,6119.38,761.73M,-0.40%
6-Apr-16,6161.63,6091.23,6161.63,6091.23,738.66M,1.16%
5-Apr-16,6091.23,6164.72,6164.74,6061.85,826.02M,-1.19%
4-Apr-16,6164.72,6146.05,6201.95,6132.90,546.68M,0.30%
1-Apr-16,6146.05,6174.90,6174.90,6076.89,747.48M,-0.47%
31-Mar-16,6174.90,6203.17,6203.39,6149.82,746.40M,-0.46%
30-Mar-16,6203.17,6105.90,6221.80,6105.90,803.81M,1.59%
29-Mar-16,6105.90,6106.48,6156.67,6070.77,596.33M,-0.01%
24-Mar-16,6106.48,6199.11,6199.11,6090.03,625.28M,-1.49%
23-Mar-16,6199.11,6192.74,6216.76,6171.13,621.50M,0.10%
22-Mar-16,6192.74,6184.58,6193.47,6110.39,738.98M,0.13%
21-Mar-16,6184.58,6189.64,6215.30,6154.12,532.07M,-0.08%
18-Mar-16,6189.64,6201.12,6237.02,6186.24,1.13B,-0.19%
17-Mar-16,6201.12,6175.49,6220.02,6125.70,832.61M,0.42%
16-Mar-16,6175.49,6139.97,6186.18,6134.27,700.76M,0.58%
15-Mar-16,6139.97,6174.57,6174.57,6114.77,700.31M,-0.56%
14-Mar-16,6174.57,6139.79,6197.83,6139.79,688.59M,0.57%
11-Mar-16,6139.79,6036.70,6150.88,6036.70,721.70M,1.71%
10-Mar-16,6036.70,6146.32,6203.40,6036.70,1.06B,-1.78%
9-Mar-16,6146.32,6125.44,6174.82,6118.23,758.33M,0.34%
8-Mar-16,6125.44,6182.40,6182.45,6101.89,913.52M,-0.92%
7-Mar-16,6182.40,6199.43,6216.10,6125.64,817.96M,-0.27%
4-Mar-16,6199.43,6130.46,6204.14,6130.46,866.05M,1.13%
3-Mar-16,6130.46,6147.06,6173.70,6108.35,902.84M,-0.27%
2-Mar-16,6147.06,6152.88,6194.01,6097.77,904.55M,-0.09%
1-Mar-16,6152.88,6097.09,6153.75,6070.51,933.63M,0.92%
29-Feb-16,6097.09,6096.01,6104.98,6033.21,941.71M,0.02%
26-Feb-16,6096.01,6012.81,6115.37,6012.81,858.94M,1.38%
25-Feb-16,6012.81,5867.18,6028.97,5867.18,999.96M,2.48%
24-Feb-16,5867.18,5962.31,5966.73,5845.55,834.68M,-1.60%
23-Feb-16,5962.31,6037.73,6037.73,5954.18,747.39M,-1.25%
22-Feb-16,6037.73,5950.23,6065.81,5950.23,822.11M,1.47%
19-Feb-16,5950.23,5971.95,6001.22,5916.26,692.90M,-0.36%
18-Feb-16,5971.95,6030.32,6036.46,5948.25,809.87M,-0.97%
17-Feb-16,6030.32,5862.17,6030.32,5862.17,948.75M,2.87%
16-Feb-16,5862.17,5824.28,5880.72,5812.49,771.10M,0.65%
15-Feb-16,5824.28,5707.60,5844.53,5707.60,724.66M,2.04%
12-Feb-16,5707.60,5536.97,5707.60,5536.97,1.08B,3.08%
11-Feb-16,5536.97,5672.30,5672.30,5499.51,1.07B,-2.39%
10-Feb-16,5672.30,5632.19,5712.78,5616.88,994.63M,0.71%
9-Feb-16,5632.19,5689.36,5739.25,5596.26,1.15B,-1.00%
8-Feb-16,5689.36,5848.06,5882.43,5666.13,995.84M,-2.71%
5-Feb-16,5848.06,5898.76,5945.90,5839.36,983.67M,-0.86%
4-Feb-16,5898.76,5837.14,5938.12,5831.12,1.05B,1.06%
3-Feb-16,5837.14,5922.01,5924.58,5791.04,1.03B,-1.43%
2-Feb-16,5922.01,6060.10,6060.45,5889.60,1.02B,-2.28%
1-Feb-16,6060.10,6083.79,6115.11,5993.84,833.65M,-0.39%
29-Jan-16,6083.79,5931.78,6083.79,5931.78,1.02B,2.56%
28-Jan-16,5931.78,5990.37,6020.54,5889.37,918.48M,-0.98%
27-Jan-16,5990.37,5911.46,5990.37,5870.75,902.09M,1.33%
26-Jan-16,5911.46,5877.00,5919.17,5771.37,878.66M,0.59%
25-Jan-16,5877.00,5900.01,5933.47,5851.83,828.64M,-0.39%
22-Jan-16,5900.01,5773.79,5926.94,5773.79,906.98M,2.19%
21-Jan-16,5773.79,5673.58,5781.24,5659.15,1.12B,1.77%
20-Jan-16,5673.58,5876.80,5876.80,5639.88,1.07B,-3.46%
19-Jan-16,5876.80,5779.92,5915.69,5779.92,833.71M,1.68%
18-Jan-16,5779.92,5804.10,5852.09,5766.50,741.11M,-0.42%
15-Jan-16,5804.10,5918.23,5934.62,5769.23,1.12B,-1.93%
14-Jan-16,5918.23,5960.97,5960.97,5829.26,1.10B,-0.72%
13-Jan-16,5960.97,5929.24,6011.13,5929.24,834.54M,0.54%
12-Jan-16,5929.24,5871.83,5985.80,5866.67,831.69M,0.98%
11-Jan-16,5871.83,5912.44,5941.93,5871.83,841.79M,-0.69%
8-Jan-16,5912.44,5954.08,6013.38,5912.44,835.01M,-0.70%
7-Jan-16,5954.08,6073.38,6073.38,5887.97,1.09B,-1.96%
6-Jan-16,6073.38,6137.24,6137.24,6018.65,721.61M,-1.04%
5-Jan-16,6137.24,6093.43,6166.26,6079.23,643.37M,0.72%
4-Jan-16,6093.43,6242.32,6242.32,6071.01,707.34M,-2.39%
31-Dec-15,6242.32,6274.05,6278.31,6233.03,166.42M,-0.51%
30-Dec-15,6274.05,6314.57,6314.57,6261.48,337.96M,-0.64%
29-Dec-15,6314.57,6254.64,6314.57,6245.24,462.31M,0.96%
24-Dec-15,6254.64,6240.98,6259.86,6236.85,112.22M,0.22%
23-Dec-15,6240.98,6083.10,6248.50,6083.10,596.53M,2.60%
22-Dec-15,6083.10,6034.84,6090.58,6031.82,437.45M,0.80%
21-Dec-15,6034.84,6052.42,6113.96,6034.84,561.86M,-0.29%
18-Dec-15,6052.42,6102.54,6105.57,6051.74,1.27B,-0.82%
17-Dec-15,6102.54,6061.19,6160.78,6061.19,747.55M,0.68%
16-Dec-15,6061.19,6017.79,6089.31,6016.25,773.63M,0.72%
15-Dec-15,6017.79,5874.06,6036.68,5874.06,836.32M,2.45%
14-Dec-15,5874.06,5952.78,6009.92,5871.88,805.17M,-1.32%
11-Dec-15,5952.78,6088.05,6088.05,5949.84,830.91M,-2.22%
10-Dec-15,6088.05,6126.68,6127.09,6079.96,864.01M,-0.63%
9-Dec-15,6126.68,6135.22,6175.75,6101.22,775.11M,-0.14%
8-Dec-15,6135.22,6223.52,6224.86,6120.68,814.51M,-1.42%
7-Dec-15,6223.52,6238.29,6287.23,6215.17,559.03M,-0.24%
4-Dec-15,6238.29,6275.00,6277.59,6219.50,683.05M,-0.59%
3-Dec-15,6275.00,6420.93,6444.72,6275.00,817.89M,-2.27%
2-Dec-15,6420.93,6395.65,6447.34,6395.20,583.61M,0.40%
1-Dec-15,6395.65,6356.09,6402.36,6356.09,809.01M,0.62%
30-Nov-15,6356.09,6375.15,6387.11,6329.92,855.38M,-0.30%
27-Nov-15,6375.15,6393.13,6393.13,6345.30,486.35M,-0.28%
26-Nov-15,6393.13,6337.64,6395.33,6333.92,467.83M,0.88%
25-Nov-15,6337.64,6277.23,6348.05,6277.23,694.08M,0.96%
24-Nov-15,6277.23,6305.49,6305.49,6221.33,880.47M,-0.45%
23-Nov-15,6305.49,6334.63,6334.63,6267.05,603.42M,-0.46%
20-Nov-15,6334.63,6329.93,6360.73,6311.76,832.32M,0.07%
19-Nov-15,6329.93,6278.97,6366.85,6278.97,772.70M,0.81%
18-Nov-15,6278.97,6268.76,6283.90,6228.15,634.12M,0.16%
17-Nov-15,6268.76,6146.38,6269.44,6146.38,719.06M,1.99%
16-Nov-15,6146.38,6118.28,6161.90,6079.79,621.59M,0.46%
13-Nov-15,6118.28,6178.68,6178.95,6088.76,702.65M,-0.98%
12-Nov-15,6178.68,6297.20,6300.90,6178.68,852.48M,-1.88%
11-Nov-15,6297.20,6275.28,6327.16,6272.69,636.99M,0.35%
10-Nov-15,6275.28,6295.16,6329.69,6250.31,748.09M,-0.32%
9-Nov-15,6295.16,6353.83,6380.42,6292.05,678.63M,-0.92%
6-Nov-15,6353.83,6364.90,6395.19,6332.73,733.58M,-0.17%
5-Nov-15,6364.90,6412.88,6421.81,6358.12,722.04M,-0.75%
4-Nov-15,6412.88,6383.61,6459.46,6383.04,782.76M,0.46%
3-Nov-15,6383.61,6361.80,6383.61,6344.70,627.80M,0.34%
2-Nov-15,6361.80,6361.09,6364.42,6317.29,522.27M,0.01%
30-Oct-15,6361.09,6395.80,6410.28,6337.65,738.50M,-0.54%
29-Oct-15,6395.80,6437.80,6437.85,6358.16,852.19M,-0.65%
28-Oct-15,6437.80,6365.27,6448.46,6355.78,819.72M,1.14%
27-Oct-15,6365.27,6417.02,6419.62,6365.27,564.36M,-0.81%
26-Oct-15,6417.02,6444.08,6453.00,6405.38,454.68M,-0.42%
23-Oct-15,6444.08,6376.28,6487.89,6376.28,749.54M,1.06%
22-Oct-15,6376.28,6348.42,6387.28,6321.65,740.62M,0.44%
21-Oct-15,6348.42,6345.13,6387.29,6316.30,615.20M,0.05%
20-Oct-15,6345.13,6352.33,6367.75,6319.25,592.20M,-0.11%
19-Oct-15,6352.33,6378.04,6408.09,6336.27,476.84M,-0.40%
16-Oct-15,6378.04,6338.67,6398.23,6338.67,610.63M,0.62%
15-Oct-15,6338.67,6269.61,6351.43,6269.61,644.98M,1.10%
14-Oct-15,6269.61,6342.28,6342.28,6268.29,638.45M,-1.15%
13-Oct-15,6342.28,6371.18,6371.18,6303.02,722.57M,-0.45%
12-Oct-15,6371.18,6416.16,6416.16,6351.34,552.28M,-0.70%
9-Oct-15,6416.16,6374.82,6453.22,6374.82,768.20M,0.65%
8-Oct-15,6374.82,6336.35,6380.30,6303.46,742.31M,0.61%
7-Oct-15,6336.35,6326.16,6396.34,6319.77,1.02B,0.16%
6-Oct-15,6326.16,6298.92,6343.71,6255.10,737.90M,0.43%
5-Oct-15,6298.92,6129.98,6301.05,6129.98,890.10M,2.76%
2-Oct-15,6129.98,6072.47,6176.20,6051.62,888.46M,0.95%
1-Oct-15,6072.47,6061.61,6172.78,6053.26,873.58M,0.18%
30-Sep-15,6061.61,5909.24,6061.61,5909.24,1.05B,2.58%
29-Sep-15,5909.24,5958.86,5958.86,5877.08,1.03B,-0.83%
28-Sep-15,5958.86,6109.01,6110.31,5958.86,997.74M,-2.46%
25-Sep-15,6109.01,5961.49,6120.67,5961.49,863.42M,2.47%
24-Sep-15,5961.49,6032.24,6055.64,5947.19,894.32M,-1.17%
23-Sep-15,6032.24,5935.84,6067.56,5933.23,748.15M,1.62%
22-Sep-15,5935.84,6108.71,6111.57,5935.84,970.78M,-2.83%
21-Sep-15,6108.71,6104.11,6168.74,6083.64,719.11M,0.08%
18-Sep-15,6104.11,6186.99,6188.74,6053.87,1.55B,-1.34%
17-Sep-15,6186.99,6229.21,6239.86,6182.63,861.35M,-0.68%
16-Sep-15,6229.21,6137.60,6244.94,6137.60,844.32M,1.49%
15-Sep-15,6137.60,6084.59,6158.08,6019.92,728.37M,0.87%
14-Sep-15,6084.59,6117.76,6191.82,6065.43,617.18M,-0.54%
11-Sep-15,6117.76,6155.81,6174.28,6113.10,584.62M,-0.62%
10-Sep-15,6155.81,6229.01,6229.01,6127.52,772.72M,-1.18%
9-Sep-15,6229.01,6146.10,6284.17,6146.10,756.98M,1.35%
8-Sep-15,6146.10,6074.52,6196.47,6074.52,685.13M,1.18%
7-Sep-15,6074.52,6042.92,6125.67,6042.92,479.13M,0.52%
4-Sep-15,6042.92,6194.10,6194.10,6040.49,766.16M,-2.44%
3-Sep-15,6194.10,6083.31,6215.74,6083.31,758.47M,1.82%
2-Sep-15,6083.31,6058.54,6161.68,6021.36,791.46M,0.41%
1-Sep-15,6058.54,6247.94,6247.94,6028.71,1.03B,-3.03%
28-Aug-15,6247.94,6192.03,6247.94,6152.01,895.70M,0.90%
27-Aug-15,6192.03,5979.20,6212.48,5979.20,1.06B,3.56%
26-Aug-15,5979.20,6081.34,6095.05,5949.94,1.02B,-1.68%
25-Aug-15,6081.34,5898.87,6115.74,5898.87,1.38B,3.09%
24-Aug-15,5898.87,6187.65,6187.65,5768.22,1.71B,-4.67%
21-Aug-15,6187.65,6367.89,6367.89,6187.65,832.21M,-2.83%
20-Aug-15,6367.89,6403.45,6408.61,6359.71,750.76M,-0.56%
19-Aug-15,6403.45,6526.29,6526.52,6403.45,721.08M,-1.88%
18-Aug-15,6526.29,6550.30,6564.55,6505.69,555.00M,-0.37%
17-Aug-15,6550.30,6550.74,6585.88,6507.76,485.85M,-0.01%
14-Aug-15,6550.74,6568.33,6603.17,6544.42,595.48M,-0.27%
13-Aug-15,6568.33,6571.19,6634.71,6553.45,689.59M,-0.04%
12-Aug-15,6571.19,6664.54,6664.54,6536.41,1.12B,-1.40%
11-Aug-15,6664.54,6736.22,6736.22,6663.98,727.57M,-1.06%
10-Aug-15,6736.22,6718.49,6751.49,6653.65,789.15M,0.26%
7-Aug-15,6718.49,6747.09,6754.77,6718.49,614.01M,-0.42%
6-Aug-15,6747.09,6752.41,6763.34,6717.49,713.00M,-0.08%
5-Aug-15,6752.41,6686.57,6764.82,6686.57,873.48M,0.98%
4-Aug-15,6686.57,6688.62,6715.51,6644.65,1.44B,-0.03%
3-Aug-15,6688.62,6696.28,6710.79,6668.18,700.91M,-0.11%
31-Jul-15,6696.28,6668.87,6705.42,6646.26,958.42M,0.41%
30-Jul-15,6668.87,6631.00,6697.40,6631.00,802.15M,0.57%
29-Jul-15,6631.00,6555.28,6634.04,6555.28,845.40M,1.16%
28-Jul-15,6555.28,6505.13,6569.45,6505.13,730.87M,0.77%
27-Jul-15,6505.13,6579.81,6589.48,6495.67,686.74M,-1.13%
24-Jul-15,6579.81,6655.01,6684.81,6573.96,664.74M,-1.13%
23-Jul-15,6655.01,6667.34,6711.49,6644.85,651.24M,-0.18%
22-Jul-15,6667.34,6769.07,6769.07,6653.39,714.92M,-1.50%
21-Jul-15,6769.07,6788.69,6800.13,6758.75,573.51M,-0.29%
20-Jul-15,6788.69,6775.08,6813.41,6772.09,431.75M,0.20%
17-Jul-15,6775.08,6796.45,6799.78,6764.80,602.28M,-0.31%
16-Jul-15,6796.45,6753.75,6805.14,6752.09,605.23M,0.63%
15-Jul-15,6753.75,6753.75,6775.91,6728.49,566.43M,0.00%
14-Jul-15,6753.75,6737.95,6753.75,6710.62,595.32M,0.23%
13-Jul-15,6737.95,6673.38,6743.05,6673.38,661.87M,0.97%
10-Jul-15,6673.38,6581.63,6687.57,6581.63,720.75M,1.39%
9-Jul-15,6581.63,6490.70,6594.18,6490.70,788.63M,1.40%
8-Jul-15,6490.70,6432.21,6515.06,6430.36,941.35M,0.91%
7-Jul-15,6432.21,6535.68,6543.80,6432.21,789.93M,-1.58%
6-Jul-15,6535.68,6585.78,6585.78,6506.71,629.53M,-0.76%
3-Jul-15,6585.78,6630.47,6630.75,6572.46,462.88M,-0.67%
2-Jul-15,6630.47,6608.59,6647.70,6600.37,608.68M,0.33%
1-Jul-15,6608.59,6520.98,6637.34,6520.98,814.01M,1.34%
30-Jun-15,6520.98,6620.48,6620.75,6520.98,909.53M,-1.50%
29-Jun-15,6620.48,6753.70,6753.70,6598.64,786.02M,-1.97%
26-Jun-15,6753.70,6807.82,6807.82,6731.13,613.76M,-0.79%
25-Jun-15,6807.82,6844.80,6869.04,6798.80,675.60M,-0.54%
24-Jun-15,6844.80,6834.87,6873.43,6834.32,688.93M,0.15%
23-Jun-15,6834.87,6825.67,6856.49,6825.67,598.08M,0.13%
22-Jun-15,6825.67,6710.45,6825.67,6710.45,772.66M,1.72%
19-Jun-15,6710.45,6707.88,6759.29,6691.82,1.27B,0.04%
18-Jun-15,6707.88,6680.55,6707.88,6625.16,797.21M,0.41%
17-Jun-15,6680.55,6710.10,6731.54,6665.95,706.47M,-0.44%
16-Jun-15,6710.10,6710.52,6723.49,6656.90,740.51M,-0.01%
