Date,Price,Open,High,Low,Vol.,Change %
2-Jan-14,6717.91,6749.09,6759.37,6707.48,459.53M,-0.46%
31-Dec-13,6749.09,6731.27,6756.98,6731.25,153.45M,0.26%
30-Dec-13,6731.27,6750.87,6768.44,6718.16,295.36M,-0.29%
27-Dec-13,6750.87,6694.17,6754.11,6694.17,291.26M,0.85%
24-Dec-13,6694.17,6678.61,6712.10,6672.22,101.67M,0.23%
23-Dec-13,6678.61,6606.58,6678.61,6606.20,352.00M,1.09%
20-Dec-13,6606.58,6584.70,6616.80,6576.79,1.10B,0.33%
19-Dec-13,6584.70,6492.08,6584.70,6492.08,648.65M,1.43%
18-Dec-13,6492.08,6486.19,6524.46,6486.19,529.48M,0.09%
17-Dec-13,6486.19,6522.20,6522.20,6482.59,584.05M,-0.55%
16-Dec-13,6522.20,6439.96,6531.16,6422.23,653.80M,1.28%
13-Dec-13,6439.96,6445.25,6462.76,6433.51,694.45M,-0.08%
12-Dec-13,6445.25,6507.72,6507.72,6435.99,663.53M,-0.96%
11-Dec-13,6507.72,6523.31,6555.57,6507.72,524.48M,-0.24%
10-Dec-13,6523.31,6559.48,6571.91,6519.00,553.69M,-0.55%
9-Dec-13,6559.48,6551.99,6568.44,6534.74,506.22M,0.11%
6-Dec-13,6551.99,6498.33,6555.73,6496.33,564.65M,0.83%
5-Dec-13,6498.33,6509.97,6518.88,6487.15,558.16M,-0.18%
4-Dec-13,6509.97,6532.43,6544.70,6479.73,780.32M,-0.34%
3-Dec-13,6532.43,6595.33,6595.48,6531.34,685.38M,-0.95%
2-Dec-13,6595.33,6650.57,6657.41,6595.20,559.06M,-0.83%
29-Nov-13,6650.57,6654.47,6681.57,6648.53,535.92M,-0.06%
28-Nov-13,6654.47,6649.47,6679.51,6642.57,462.67M,0.08%
27-Nov-13,6649.47,6636.22,6664.14,6635.71,580.62M,0.20%
26-Nov-13,6636.22,6694.62,6696.95,6636.22,985.38M,-0.87%
25-Nov-13,6694.62,6674.30,6709.08,6674.30,465.83M,0.30%
22-Nov-13,6674.30,6681.33,6711.03,6661.04,495.70M,-0.11%
21-Nov-13,6681.33,6681.08,6697.69,6643.47,483.79M,0.00%
20-Nov-13,6681.08,6698.01,6711.42,6661.70,558.05M,-0.25%
19-Nov-13,6698.01,6723.46,6723.46,6677.85,532.01M,-0.38%
18-Nov-13,6723.46,6693.44,6732.10,6671.63,538.92M,0.45%
15-Nov-13,6693.44,6666.13,6703.12,6665.45,587.73M,0.41%
14-Nov-13,6666.13,6630.00,6696.16,6630.00,624.13M,0.54%
13-Nov-13,6630.00,6726.79,6726.81,6613.98,723.06M,-1.44%
12-Nov-13,6726.79,6728.37,6728.37,6693.26,589.42M,-0.02%
11-Nov-13,6728.37,6708.42,6744.77,6702.01,633.86M,0.30%
8-Nov-13,6708.42,6697.22,6713.90,6643.86,598.94M,0.17%
7-Nov-13,6697.22,6741.69,6779.18,6679.99,641.43M,-0.66%
6-Nov-13,6741.69,6746.84,6768.16,6735.64,636.59M,-0.08%
5-Nov-13,6746.84,6763.62,6773.86,6708.52,723.67M,-0.25%
4-Nov-13,6763.62,6734.74,6780.11,6734.56,510.15M,0.43%
1-Nov-13,6734.74,6731.43,6760.87,6715.30,675.46M,0.05%
31-Oct-13,6731.43,6777.70,6778.27,6719.51,742.78M,-0.68%
30-Oct-13,6777.70,6774.73,6819.86,6763.66,656.35M,0.04%
29-Oct-13,6774.73,6725.82,6777.16,6718.85,781.28M,0.73%
28-Oct-13,6725.82,6721.34,6739.66,6704.15,590.27M,0.07%
25-Oct-13,6721.34,6713.18,6729.74,6700.37,569.15M,0.12%
24-Oct-13,6713.18,6674.48,6719.25,6674.16,601.32M,0.58%
23-Oct-13,6674.48,6695.66,6695.92,6655.20,643.94M,-0.32%
22-Oct-13,6695.66,6654.20,6719.27,6653.70,575.01M,0.62%
21-Oct-13,6654.20,6622.58,6654.20,6617.81,494.97M,0.48%
18-Oct-13,6622.58,6576.16,6622.70,6576.16,710.03M,0.71%
17-Oct-13,6576.16,6571.59,6576.16,6529.16,669.59M,0.07%
16-Oct-13,6571.59,6549.11,6584.39,6504.27,663.77M,0.34%
15-Oct-13,6549.11,6507.65,6569.28,6507.65,603.86M,0.64%
14-Oct-13,6507.65,6487.19,6507.80,6464.44,434.97M,0.32%
11-Oct-13,6487.19,6430.49,6489.16,6430.47,545.66M,0.88%
10-Oct-13,6430.49,6337.91,6446.22,6337.91,631.27M,1.46%
9-Oct-13,6337.91,6365.83,6372.63,6316.91,605.27M,-0.44%
8-Oct-13,6365.83,6437.28,6437.73,6364.97,718.01M,-1.11%
7-Oct-13,6437.28,6453.88,6453.88,6391.47,484.16M,-0.26%
4-Oct-13,6453.88,6449.04,6473.58,6428.96,528.85M,0.08%
3-Oct-13,6449.04,6437.50,6472.43,6436.21,617.41M,0.18%
2-Oct-13,6437.50,6460.01,6460.01,6386.18,575.17M,-0.35%
1-Oct-13,6460.01,6462.22,6466.30,6424.37,599.07M,-0.03%
30-Sep-13,6462.22,6512.66,6512.66,6438.72,667.90M,-0.77%
27-Sep-13,6512.66,6565.59,6568.94,6487.30,556.75M,-0.81%
26-Sep-13,6565.59,6551.53,6580.94,6535.78,552.70M,0.21%
25-Sep-13,6551.53,6571.46,6587.97,6526.42,828.37M,-0.30%
24-Sep-13,6571.46,6557.37,6585.40,6549.92,663.77M,0.21%
23-Sep-13,6557.37,6596.43,6601.53,6542.67,592.41M,-0.59%
20-Sep-13,6596.43,6625.39,6629.93,6594.17,1.53B,-0.44%
19-Sep-13,6625.39,6558.82,6659.12,6558.82,799.39M,1.01%
18-Sep-13,6558.82,6570.17,6587.58,6532.50,793.62M,-0.17%
17-Sep-13,6570.17,6622.86,6623.04,6570.17,1.20B,-0.80%
16-Sep-13,6622.86,6583.80,6652.66,6583.80,565.48M,0.59%
13-Sep-13,6583.80,6588.98,6588.98,6561.78,495.64M,-0.08%
12-Sep-13,6588.98,6588.43,6606.12,6558.61,616.04M,0.01%
11-Sep-13,6588.43,6583.99,6589.85,6559.72,709.33M,0.07%
